categorie,poids_kg,transparence,rigidite,recyclable
organique,0.10876442400137641,0.008986484586849005,0.1072171733648347,0
verre,0.2701560952582946,0.7720441408455363,0.9455238694876047,1
verre,0.32451787316276354,0.9193859757271211,0.9975072735499415,1
plastique,0.06574169207484905,0.824823963410431,0.4538910043684659,1
carton,0.17248279533129252,0.024037462298907394,0.5054948242160369,1
metal,0.27218217390293176,0.004820667273353861,0.9144361831412512,1
papier,0.10277465480907941,0.16105168477626766,0.22011596558728394,1
metal,0.21578338125049654,0.0018142662011397138,0.9466095782130193,1
papier,0.07336239129242685,0.04951346476450313,0.2075433638901593,1
metal,0.2370630824094485,0.0,0.9909030961278913,1
metal,0.1804735621060639,0.011797252083607102,0.8990453285470885,1
plastique,0.05808101713629077,0.9326327504309919,0.39444523011033816,1
carton,0.14326157104424403,0.028218397677043913,0.5054948242160369,1
papier,0.08009138060460244,0.10442034431459238,0.16776795307886602,1
plastique,0.04723471397657631,0.6509223767994259,0.38529426184978616,0
organique,0.09039388750770036,0.0,0.10708829294805398,0
organique,0.06288863563756956,0.0,0.10363623137016438,1
carton,0.14906250800635595,0.044740423924386444,0.5054948242160369,1
plastique,0.045606562243249764,0.5693341534852576,0.43323140119795917,1
verre,0.21734609838902408,0.6942183895505328,1.0,1
plastique,0.06645089824206378,0.8121569052736468,0.4097676098548832,1
metal,0.3145093425464947,0.0,0.9017220505852921,1
carton,0.1319118465581593,0.02732368809826234,0.34550979936413795,1
papier,0.13478029140640807,0.05008072804058543,0.2847421677150422,1
papier,0.03734567999774469,0.03217090976882975,0.2126379579546412,1
papier,0.06171463393522151,0.1466295415936545,0.21943843015773362,1
plastique,0.06937289981065779,0.7887638856292456,0.5368631557532348,0
papier,0.15478998552298373,0.16448763770413727,0.3080048065714649,1
organique,0.11106891890353265,0.0,0.13929060046484046,1
carton,0.15533935967370865,0.0623985266479161,0.5054948242160369,1
papier,0.07129176367434047,0.07097382750976387,0.11536433450091266,0
metal,0.2865413382138263,0.006813595104429479,0.7755836323293506,1
verre,0.3469041749363426,0.9512781237167873,0.9354255010503254,1
plastique,0.011734395106844042,0.8251334695530013,0.2592536225623445,1
verre,0.3419584226291007,0.98738026512313,0.9373809978267774,1
carton,0.19216863110785293,0.07350566215648098,0.7080886116578894,1
papier,0.08511248667126463,0.13481937237283578,0.10775898155014975,0
verre,0.17464262820913126,0.5285061648528941,0.9689863093470061,1
plastique,0.0664412031998898,0.5645676576975776,0.39743960579567583,1
organique,0.1291563662225113,0.002549967506745988,0.007629580773604247,0
organique,0.19778331010330025,0.0,0.09695410836146084,0
carton,0.07792589691951111,0.04418849793805276,0.45093227051167817,1
metal,0.32433283365718196,0.007505791675217656,0.9101164398211401,1
papier,0.0725392662144936,0.098421090316297,0.2043602446372454,1
organique,0.017401704496610604,0.0,0.08895288692476197,0
carton,0.07377393566904128,0.021749284731579943,0.6035355200570409,1
metal,0.3258415780171885,0.0009806753953894454,0.9154999491582778,1
verre,0.4846044207464717,0.7026213012644481,0.9474788574139256,1
carton,0.15150953936050773,0.046883570513417946,0.7728834774949582,1
organique,0.14146587317677023,0.0,0.10470621338946381,0
carton,0.1404476155026485,0.013285774519179588,0.6161197192429048,1
metal,0.151620426836943,0.0,0.9498285255289723,1
verre,0.4174280468746775,0.9750654371575455,0.9811654903327302,1
metal,0.36098163565606123,0.012289805024890618,0.8828725399571118,1
metal,0.31646578577174134,0.0,0.976050311357969,1
papier,0.04690374902834951,0.0,0.27421274910718924,1
metal,0.2495769156772909,0.0,0.9736335337875491,1
carton,0.11672572926548921,0.0,0.6826060354627445,1
plastique,0.05662526862807128,0.9177901193934732,0.2679766792979358,1
papier,0.14168621389820968,0.14519674205430977,0.36399645293713934,1
carton,0.06798666803873418,0.04526462794071881,0.4909566512912582,1
organique,0.10303509559839251,0.003171469847104752,0.1468104504789975,0
metal,0.10139813481851928,0.0,0.8569807494610249,1
verre,0.5505574045639954,0.8005122126767616,0.9903646562405541,1
plastique,0.04548447399026929,0.530641256386319,0.29974706353621916,1
verre,0.3286727624034208,0.6583446833685421,0.9648314159838087,1
papier,0.0966869002820198,0.06327042116009754,0.22383689827347852,0
plastique,0.030506366595453572,0.8583325387925871,0.5523124077269658,1
verre,0.3595320806947719,0.8191704046050174,0.9524192559142901,1
organique,0.15146012476287724,0.00502714891773257,0.06390183364374355,1
verre,0.36550366235955184,0.5645059493513986,0.927750833931307,1
papier,0.07092590940535615,0.09149076887375358,0.16331755881853124,0
metal,0.2002956537478278,0.007682072166317373,0.8802159644121869,1
papier,0.0752441128091909,0.11615838570923909,0.2179581781939598,1
papier,0.041095041561324604,0.0854094365542228,0.1962963202951588,1
papier,0.07703331040426573,0.08954883713569874,0.285277367512222,1
metal,0.21578338125049654,0.0,0.9576950367127874,1
verre,0.1973448138302253,0.7654915346605426,0.8961669745911167,1
carton,0.12910182480806776,0.04042865515967773,0.5054948242160369,1
plastique,0.01898673137867735,0.7614599041753218,0.38876719503091706,1
carton,0.19050311520263458,0.0707409457747986,0.6935552183292005,1
organique,0.09041970524940222,0.01379162588197498,0.19313732461786315,1
plastique,0.04530825733249706,1.0,0.47175422557959623,1
papier,0.0819342324443036,0.22790996428341262,0.0993457434720359,1
plastique,0.05657502219319369,0.39612600680919724,0.5755340842443205,1
papier,0.11984582425547174,0.098421090316297,0.1072646865809426,1
verre,0.21505364285744763,0.7961916430423269,0.8860988708281812,1
verre,0.35987457776373344,0.9625414480858207,0.9033393296177201,1
papier,0.12585405279237594,0.13465528036315721,0.13459243168725762,0
plastique,0.03181225090410522,0.7561983735470065,0.3207127167737656,1
carton,0.14906250800635595,0.032541406465208686,0.4035864045577163,1
plastique,0.04928347921780097,0.6854342174686254,0.39743960579567583,1
metal,0.25636052318597785,0.0,0.8525541739587581,1
plastique,0.08076073132931938,0.5676427070463224,0.4622849932347499,1
plastique,0.08772371802421061,0.7020466122039174,0.43840654489393077,1
verre,0.34527353473709904,0.7393001265039432,0.9681327811125584,1
organique,0.0781662965611569,0.004335054999468424,0.17793990347489444,0
papier,0.12684533590180558,0.08867605540492367,0.17404533224160829,1
plastique,0.04314570966946461,0.7261481154572182,0.39743960579567583,1
